"687"	"Which"	"Which Cardassian came to Kai Wynn Adami in the guise of a Bajoran farmer in the episode 'A Changing Face of Evil'?"	""	""	""	""	"Gul Dukat"	""
"688"	"Who"	"Who killed Chancellor Gowron in 'Tacking Into the Wind'?"	""	""	""	""	"Worf"	""
"689"	"Who"	"Who killed Weyoun in 'What You Leave Behind'?"	""	""	""	""	"Garak"	""
"690"	"Who"	"Who steals Spock's brain?"	""	""	""	""	"Marj Dusay"	""
"691"	"Which"	"Which famous American does Kirk seemingly encounter?"	""	""	""	""	"Lincoln"	""
"692"	"Which"	"Which actress is one of ""Mudd's women""?"	""	""	""	""	"Karen Steele"	""
"693"	"Who"	"Who defends Kirk when he is accused of a crime?"	""	""	""	""	"Elisha Cook"	""
"694"	"Who"	"Who plays a time traveler?"	""	""	""	""	"Robert Lansing"	""
"695"	"What"	"What ""secret"" about ""the Companion"" is Glenn Corbett surprised to discover?"	""	""	""	""	"It's a female"	""
"696"	"What"	"What is the ""worship"" word that Kirk accidentally speaks while imprisoned?"	""	""	""	""	"Freedom"	""
"697"	"What"	"What was McCoy's nickname?"	""	""	""	""	"Plum"	""
"698"	"Who"	"Who killed Jadzia Dax while she was praying to the Prophets?"	""	""	""	""	"Dukat"	""
"699"	"Who"	"Who was behind the untimely death of Gul Dukat's daughter, Tora Ziyal?"	""	""	""	""	"Damar"	""
"700"	"Who"	"Who killed Jennifer Sisko?"	""	""	""	""	"The Borg"	""
"701"	"Who"	"Who kills Chancellor Gowron?"	""	""	""	""	"Worf"	""
"702"	"Who"	"Who kills Weyoun 7?"	""	""	""	""	"Worf"	""
"703"	"Who"	"Who kills Weyoun 6?"	""	""	""	""	"Himself"	""
"704"	"Who"	"Who kills Damar?"	""	""	""	""	"Jem'Hadar guards"	""
"705"	"Who"	"Who kills Odo (not in the alternate universe)?"	""	""	""	""	"No-one"	""
"706"	"Who"	"Who falls into the fire caves with Dukat?"	""	""	""	""	"Sisko"	""
"707"	"What"	"What is the Grand Nagus' name?"	""	""	""	""	"Zek"	""
"708"	"What"	"What object is on the top of the Grand Nagus' staff?"	""	""	""	""	"a Ferengi head"	""
"709"	"Who"	"Who always accompanies the Grand Nagus?"	""	""	""	""	"a servant"	""
"710"	"Why"	"Why is Odo not able to conduct an autopsy on Zek's body?"	""	""	""	""	"The body is being sold in pieces as collectibles."	""
"711"	"Who"	"Who becomes Quark's bodyguard?"	""	""	""	""	"Rom"	""
"712"	"What"	"What weapon is used in an attempt to assassinate Grand Nagus Quark?"	""	""	""	""	"a locator bomb"	""
"713"	"Who"	"Who is responsible for trying to kill Quark?"	""	""	""	""	"Rom and Krax"	""
"714"	"Who"	"Who stands in as a substitute teacher for the children while Keiko is gone?"	""	""	""	""	"Miles O'Brien"	""
"715"	"What"	"What are Jake and Nog doing in a cargo bay?"	""	""	""	""	"Jake is teaching Nog to read."	""
"716"	"What"	"What was the name of the episode in ""Star Trek: The Original Series"" that introduced the Romulan species?"	""	""	""	""	"Balance of Terror"	""
"717"	"What"	"What is the first Rule of Acquisition?"	""	""	""	""	"""Once you have their money, you never give it back."""	""
"718"	"What"	"What is Raktajino?"	""	""	""	""	"Klingon coffee"	""
"719"	"What"	"What was the name if Captain Picard's older brother?"	""	""	""	""	"Robert"	""
"720"	"Who"	"Who is the captain of the ship?"	""	""	""	""	"Janeway"	""
"721"	"What"	"What is the name of the group of people who joined the Starfleet crew in 'The Caretaker'?"	""	""	""	""	"Maquis"	""
"722"	"What"	"What character did 7 of Nine replace?"	""	""	""	""	"Kes"	""
"723"	"What"	"What class vessel is Voyager?"	""	""	""	""	"Intrepid"	""
"724"	"What"	"What is the name of the child that was born to Ensign Wildman?"	""	""	""	""	"Naomi"	""
"725"	"Who"	"Who is in charge of cooking the food?"	""	""	""	""	"Neelix"	""
"726"	"Which"	"Which of following ""Next Generation"" characters did NOT appear on Voyager?"	""	""	""	""	"Picard"	""
"727"	"Which"	"Which two characters were stranded on a planet when they had an incurable disease, leaving Voyager to finish the trip home without them?"	""	""	""	""	"Janeway and Chakotay"	""
"728"	"What"	"What character did Q want to have his baby?"	""	""	""	""	"Janeway"	""
"729"	"What"	"What color were the tunics on the Romulan military uniforms, seen at the very beginning of the movie, in the Romulan Senate?"	""	""	""	""	"All the colors of the rainbow"	""
"730"	"How"	"How many times had Guinan been married? She told Geordi this was her limit."	""	""	""	""	"23"	""
"731"	"How"	"How many positronic signals was the Enterprise reading from the planet's surface?"	""	""	""	""	"6"	""
"732"	"What"	"What was B-4 holding when the signal from the Scimitar activated the program that made him access the Enterprise's computer?"	""	""	""	""	"Data's cat, Spot"	""
"733"	"Where"	"Where was Captain Picard going after he was told about the positronic signals?"	""	""	""	""	"gym"	""
"734"	"How"	"How did Shinzon envision the Captain?"	""	""	""	""	"a bit taller"	""
"735"	"Whose"	"Whose hand is Deanna Troi holding when she telepathically links with Shinzon's Viceroy, trying to find out where the Scimitar is?"	""	""	""	""	"Worf"	""
"736"	"Which"	"Which Cardassian Gul commanded the ship 'Aldara'?"	""	""	""	""	"Gul Danar"	""
"737"	"Who"	"Who was Chief Administrator of Ilvan Medical Complex (Hint: he helped develop the Aphasia Virus)?"	""	""	""	""	"Surmak Ren"	""
"738"	"What"	"What is the registry number for the first USS Defiant?"	""	""	""	""	"NX-74205"	""
"739"	"Who"	"Who commanded the 'IKS Rotarran'?"	""	""	""	""	"General Martok"	""
"740"	"Who"	"Who killed Tora Ziyal?"	""	""	""	""	"Damar"	""
"741"	"Which"	"Which of the following was not a runabout?"	""	""	""	""	"Columbia"	""
"742"	"Who"	"Who was the Jem'Hadar soldier who served under Keevan in 'Rocks and {Shoals';} took command after the First and Second were killed?"	""	""	""	""	"Remata'Klan"	""
"743"	"Which"	"Which of the following has not killed a Weyoun clone?"	""	""	""	""	"Dukat"	""
"744"	"Who"	"Who has never been to Empok Nor?"	""	""	""	""	"Bashir"	""
"745"	"Who"	"Who prevented the Reckoning from occurring?"	""	""	""	""	"Kai Winn"	""
"746"	"Who"	"Who was the beautiful dabo girl that didn't spill a drink, mix up a food order, or short-change a bill, and was liked by everyone including the Ferengi waitors?"	""	""	""	""	"Aluura"	""
"747"	"Which"	"Which of the follow actors has NOT guest starred on any 'Star Trek' TV series?"	""	""	""	""	"Harrison Ford"	""
"748"	"Which"	"Which TOS regular cast member 'guest starred' as his character's brother?"	""	""	""	""	"William Shatner"	""
"749"	"When"	"When Picard and Data were in stellar cartography, Data stated that the Veridian system had two class M worlds, one of which was uninhabited (Veridian III). The other supported a society of 230 million people. What level of development was Veridian IV's society at?"	""	""	""	""	"pre-industrial"	""
"750"	"What"	"What was the name and class of starship that beamed Picard and Riker up at the end of ""Star Trek: Generations""?"	""	""	""	""	"USS Farragut, Nebula"	""
"751"	"When"	"When the Federation first arrived on Deep Space Nine, Garak sought out Doctor Bashir and introduced himself. Bashir was nervous and blurted out that he'd heard Garak stayed on DS9 to observe the Federation. Garak replied: ""You're not intimating that I'm __________, are you?"" What are the missing words?"	""	""	""	""	"some sort of spy"	""
"752"	"What"	"What was Ensign Ashmore's position?"	""	""	""	""	"engineering officer"	""
"753"	"Which"	"Which member of Voyager was awarded the Starfleet Medal of Commendation?"	""	""	""	""	"The Doctor"	""
"754"	"Which"	"Which of the following episodes is the only one not to have both Kes and Seven of Nine appear in it?"	""	""	""	""	"Before and After"	""
"755"	"Who"	"Who once used the alias of Anna Jameson?"	""	""	""	""	"Seven of Nine"	""
"756"	"What"	"What is the name of Lwaxana Troi's manservant, who never speaks?"	""	""	""	""	"Mr. Homm"	""
"757"	"What"	"What planet, visited by the crew of ""TNG"" in the first season for shore leave, was rumored to have mystical healing powers?"	""	""	""	""	"Haven"	""
"758"	"What"	"What was the name of the ""Star Trek: The Next Generation"" episode where we meet Worf's half-brother, Nikolai Rozhenko?"	""	""	""	""	"Homeward"	""
"759"	"What"	"What was the name of the species that plagued the ""Voyager"" crew from seasons four through seven as they searched for worthy prey to hunt?"	""	""	""	""	"Hirogen"	""
"760"	"Who"	"Who was able to transport survivors from the Lakul to the Enterprise B?"	""	""	""	""	"Scotty"	""
"761"	"Which"	"Which sit-com star did a guest voice role on the series?"	""	""	""	""	"Ted Knight"	""
"762"	"Which"	"Which character's name below was not from the series?"	""	""	""	""	"Koth"	""
"763"	"What"	"What was the title of the first episode?"	""	""	""	""	"Beyond the Farthest Star"	""
"764"	"What"	"What was the title of the last episode?"	""	""	""	""	"The Counter-Clock Incident"	""
"765"	"What"	"What was Dr. Bahsir's class rank at Starfleet Academy?"	""	""	""	""	"2nd"	""
"766"	"What"	"What did Jennifer's mother warn her about?"	""	""	""	""	"Junior Officers"	""
"767"	"What"	"What was Sisko's response to Jennifer after she told him what her mother warned her about in the episode ""Emissary""?"	""	""	""	""	"Your mother is going to love me."	""
"768"	"What"	"What was the topic of the question Bashir got wrong on the Starfleet Medical oral exam that resulted in him coming in second in his class?"	""	""	""	""	"Ganglia"	""
"769"	"What"	"What did Sisko do to Q that Picard never did?"	""	""	""	""	"Hit him"	""
"770"	"What"	"What is the name of Worf's adopted parents?"	""	""	""	""	"Sergey and Helena Rozhenko"	""
"771"	"Where"	"Where was Miles O'Brien born?"	""	""	""	""	"Killarney, Ireland"	""
"772"	"Who"	"Who played Yelgrun the Vorta in the episode ""The Magnificant Ferengi""?"	""	""	""	""	"Iggy Pop"	""
"773"	"Where"	"Where is the sword of Kahless?"	""	""	""	""	"Adrift in space"	""
"774"	"What"	"What is the name of the evil scientist?"	""	""	""	""	"Soran"	""
"775"	"What"	"What is the name of the substance that the Romulans were searching for?"	""	""	""	""	"trilithium"	""
"776"	"What"	"What did Data say after they blew up the Klingons?"	""	""	""	""	"YES!"	""
"777"	"Who"	"Who did Chekov try to comfort in sickbay?"	""	""	""	""	"Guinan"	""
"778"	"What"	"What was Picard's vision in the Nexxus?"	""	""	""	""	"he had lots of kids and a wife"	""
"779"	"What"	"What was Kirk's vision?"	""	""	""	""	"he was at his log cabin"	""
"780"	"Who"	"Who was at the helm when the ship crashed?"	""	""	""	""	"Troi"	""
"781"	"What"	"What were the names of the Klingon sisters?"	""	""	""	""	"Lursa and B'etor"	""
"782"	"What"	"What race are Guinan and Dr. Soran?"	""	""	""	""	"El-Aurian"	""
"783"	"What"	"What was the first name of Dr. Bashir from ""Star Trek: Deep Space Nine""?"	""	""	""	""	"Julian"	""
"784"	"What"	"What was the name of the species who were bred to be the soldiers of the Dominion?"	""	""	""	""	"The Jem'Hadar"	""
"785"	"Who"	"Who do we know graduated from Starfleet Academy?"	""	""	""	""	"Commander Chakotay"	""
"786"	"Who"	"Who is a mix between two species?"	""	""	""	""	"Torres"	""
"787"	"What"	"What do Tuvok and Seska have in common?"	""	""	""	""	"They were both spies sent to infilitrate the Maquis"	""
"788"	"Which"	"Which Kazon sect did the crew of Voyager never encounter?"	""	""	""	""	"Sari"	""
"789"	"How"	"How many legs does Species 8472 have?"	""	""	""	""	"three"	""
"790"	"How"	"How many episodes did Seska appear in after her death?"	""	""	""	""	"2"	""
"791"	"Which"	"Which lieutenant was not a former member of the Maquis?"	""	""	""	""	"Carey"	""
"792"	"Who"	"Who produced the movie?"	""	""	""	""	"Gene Roddenberry"	""
"793"	"Which"	"Which cast member did NOT originally sign up for the movie?"	""	""	""	""	"Leonard Nimoy"	""
"794"	"Which"	"Which recurring bit part actor played a Klingon Captain at the start of the movie?"	""	""	""	""	"Mark Lenard"	""
"795"	"Who"	"Who composed the marvellous score for the movie?"	""	""	""	""	"Jerry Goldsmith"	""
"796"	"Which"	"Which crew member complained that he had been drafted?"	""	""	""	""	"McCoy"	""
"797"	"Who"	"Who wrote the novelization of ""Star Trek: The Motion Picture""?"	""	""	""	""	"Gene Roddenberry"	""
"798"	"What"	"What are the last words spoken by Kirk at the end of the movie?"	""	""	""	""	"""Out there. Thataway."""	""
"799"	"Who"	"Who plays the characters Shran and Weyoun?"	""	""	""	""	"Combs"	""
"800"	"Who"	"Who played the Pendari Champion in the ""Star Trek: Voyager"" episode ""Tsunkatse""?"	""	""	""	""	"Duane Johnson"	""
"801"	"Who"	"Who played the Xindi named Degra?"	""	""	""	""	"Randy Oglesby"	""
"802"	"Who"	"Who portrayed the Xindi-Reptilian Commander, Dolim?"	""	""	""	""	"Scott MacDonald"	""
"803"	"Which"	"Which of the following Trek actors directed the ""Star Trek: Enterprise"" episode ""Twilight""?"	""	""	""	""	"Robert Duncan McNeil"	""
"804"	"Which"	"Which episode was the first to feature the Defiant?"	""	""	""	""	"'The Search Part One'"	""
"805"	"Who"	"Who died in the episode 'Life Support'?"	""	""	""	""	"Vedek Bareil"	""
"806"	"Which"	"Which of these characters has never been perceived as an 'Emissary'?"	""	""	""	""	"Kai Opaka"	""
"807"	"What"	"What was the name of the ship that was manned entirely by cadets?"	""	""	""	""	"Valiant"	""
"808"	"What"	"What was the last name of the Admiral that Kirk had a meeting with to get command of the Enterprise again?"	""	""	""	""	"Nogura"	""
"809"	"What"	"What is the cause for sending the Enterprise into a wormhole?"	""	""	""	""	"Engine Imbalance"	""
"810"	"What"	"What ritual was Spock undergoing on Vulcan before rejoining the Enterprise crew and reactivating his Starfleet Commission?"	""	""	""	""	"Kolinahr"	""
"811"	"When"	"When the alien sends a probe to the Enterprise, which crew member is the first to be shocked from it?"	""	""	""	""	"Spock"	""
"812"	"When"	"When Spock goes deeper into the alien vessel which one of these objects does he NOT see?"	""	""	""	""	"He spots all of these"	""
"813"	"What"	"What does Spock compare V'Ger to?"	""	""	""	""	"A Child"	""
"814"	"When"	"When Kirk finds out V'Ger's real name (Voyager) what number is it?"	""	""	""	""	"6"	""
"815"	"What"	"What is believed by the Enterprise crew to have happened to this Voyager probe?"	""	""	""	""	"Black Hole"	""
"816"	"When"	"When Worf wrecks the nightclub after hearing his late wife's favorite song (episode: ""Image in the Sand""), Vic says that the next time the grieving Klingon wants to hear ""All the Way,"" he'll have to buy what singer's album?"	""	""	""	""	"Frank Sinatra"	""
"817"	"What"	"What gift does Nog give Vic in the episode entitled, ""It's Only a Paper Moon,"" making Vic's life feel a little less make-believe?"	""	""	""	""	"He arranges for the program to run all the time"	""
"818"	"What"	"What does Vic say to introduce his final song on the series (episode: ""What You Leave Behind""), also the title of the James Darren album containing the songs featured on ""DS9""?"	""	""	""	""	"""This one's from the heart."""	""
"819"	"What"	"What is Chakotay's tribe named?"	""	""	""	""	"We never find out."	""
"820"	"Who"	"Who plays the character of Tuvix?"	""	""	""	""	"Tom Wright"	""
"821"	"Which"	"Which main ""Voyager"" actor/actress first appeared in any ""Star Trek"" series, before being cast in ""Voyager"" as a regular?"	""	""	""	""	"Ethan Phillips"	""
"822"	"What"	"What was the name of the Talaxian member of the crew in ""Star Trek: Voyager""?"	""	""	""	""	"Neelix"	""
"823"	"What"	"What is the registry of USS Voyager?"	""	""	""	""	"NCC-74656"	""
"824"	"What"	"What was the name of the first Bajoran colony on the Gamma Quadrant side of the wormhole?"	""	""	""	""	"New Bajor"	""
"825"	"What"	"What was the name of the Admiral, who ordered Edward Jellico to replace Jean-Luc Picard as Captain of the USS Enterprise-D in the ""TNG"" two-part episode ""Chain of Command""?"	""	""	""	""	"Necheyev"	""
"826"	"What"	"What was the name of the devices that Seven of Nine had in her bloodstream? By injecting them into someone else's body, the assimilation process would begin?"	""	""	""	""	"Nanoprobes"	""
"827"	"Which"	"Which actor played Garak on ""Star Trek: Deep Space 9""?"	""	""	""	""	"Andrew Robinson"	""
"828"	"Who"	"Who is Garak's father?"	""	""	""	""	"Enabran Tain"	""
"829"	"What"	"What is one of the few two-part ""DS9"" episodes in which both parts have the same title? It started with the destruction of a Cardassian ship as it left the station. Sisko and Dukat had to work together to find out what was happening in the demilitarized zone when the Starfleet officer assigned to the area joined the Federation colonists."	""	""	""	""	"The Maquis"	""
"830"	"What"	"What was the name of ""DS9's"" second season opener? In this episode, as the influence of a Bajoran extremist group increased, Major Kira rescued a famous prisoner of war from Cardassia IV. The episode ended with Major Kira being recalled to Bajor."	""	""	""	""	"The Homecoming"	""
"831"	"What"	"What William Riker gave to Thomas Riker."	""	""	""	""	"trombone"	""
"832"	"Where"	"Where Lwaxana meets Alexander for the first time."	""	""	""	""	"Ten-Forward"	""
"833"	"When"	"When meeting with Captain Picard, of the Enterprise, after Sisko's arrival on Deep Space 9, he expressed enthusiasm for the challenge of running Deep Space 9 and helping to secure Bajor's membership into the Federation."	""	""	""	""	"f"	""
"834"	"What"	"What did Sisko do that Picard never did?"	""	""	""	""	"Hit Q"	""
"835"	"When"	"When Ben Sisko boarded DS9, Major Kira stated that the Kai, the spiritual leader of Bajor, was a recluse and was rarely seen by anybody. However, she met with Sisko almost immediately. What was the name of the Kai who declared that Sisko was the Emissary"	""	""	""	""	"Opaka"	""
"836"	"What"	"What was unusual about Benjamin Sisko's birth mother?"	""	""	""	""	"Sarah was human but at one time had been possessed by an alien lifeform."	""
"837"	"When"	"When Sisko began his term as the commander of Deep Space Nine, he was a single parent. Did he ever remarry?"	""	""	""	""	"Yes"	""
"838"	"What"	"What was Benjamin Sisko's favourite sport?"	""	""	""	""	"Baseball"	""
"839"	"What"	"What name for a type of starship can be found in both the Romulan and Klingon fleets?"	""	""	""	""	"Bird of Prey"	""
"840"	"Who"	"Who was Balok?"	""	""	""	""	"an alien ship captain"	""
"841"	"Which"	"Which room on the USS Enterprise NCC-1701-D was only seen in three episodes of the entire run of ""Star Trek: The Next Generation""?"	""	""	""	""	"Battle Bridge"	""
"842"	"What"	"What prominent alien race was introduced to the ""Star Trek"" universe with ""TNG"" episode ""Ensign Ro""?"	""	""	""	""	"Bajoran"	""
"843"	"What"	"What was the name of the pilot episode of ""Star Trek: Enterprise"" that introduced Captain Archer and the Enterprise NX-01?"	""	""	""	""	"Broken Bow"	""
"844"	"When"	"When Voyager entered fluidic space, the realm of species 8472, Torres remarked, ""This isn't space, it's ___""."	""	""	""	""	"Matter"	""
"845"	"What"	"What is Bashir's middle name?"	""	""	""	""	"Subatoi"	""
"846"	"Whom"	"Whom did Bashir first perform surgery on?"	""	""	""	""	"Kukalaka"	""
"847"	"What"	"What sport is Bashir very adept at?"	""	""	""	""	"Tennis"	""
"848"	"Which"	"Which fictional character does Bashir model his holodeck adventures after?"	""	""	""	""	"James Bond"	""
"849"	"Whom"	"Whom is Bashir's counterpart in the sixth season episode ""Far Beyond the Stars""?"	""	""	""	""	"Julius Eaton"	""
"850"	"What"	"What Picard went back to the ship to get in ""Starship Mine."""	""	""	""	""	"saddle"	""
"851"	"How"	"How much sleep did Sloan allow Bashir before he abducted him from his quarters?"	""	""	""	""	"1 hour"	""
"852"	"Who"	"Who played the character of Sloan in this and all subsequent episodes?"	""	""	""	""	"Willam Sadler"	""
"853"	"What"	"What is the last name of the Oklahoma farmer who shot the Klingon refugee?"	""	""	""	""	"Moore"	""
"854"	"What"	"What is the name of the Klingon refugee?"	""	""	""	""	"Klaang"	""
"855"	"Who"	"Who is the first person to speak Vulcan in this episode?"	""	""	""	""	"Hoshi Sato"	""
"856"	"What"	"What is the first inhabited planet visited by the ENTERPRISE crew?"	""	""	""	""	"Rigel X"	""
"857"	"What"	"What is the name of the Suliban who kisses Captain Archer?"	""	""	""	""	"Sarin"	""
"858"	"When"	"When the shuttlecraft from ENTERPRISE goes to land on the first populated planet they have ever encountered, they experience a particular weather condition that makes landing difficult. What is it?"	""	""	""	""	"a snowstorm"	""
"859"	"Which"	"Which character from the original ""Star Trek"" series appeared in the ""Star Trek: Voyager"" episode ""Flashback""?"	""	""	""	""	"Hikaru Sulu"	""
"860"	"What"	"What class of starship was the USS Voyager in ""Star Trek: Voyager""?"	""	""	""	""	"Intrepid"	""
"861"	"Which"	"Which singer played the part of Yelgun, the Vorta who was holding Quark and Rom's mother hostage in the ""Star Trek: Deep Space Nine"" episode ""The Magnificent Ferengi""?"	""	""	""	""	"Iggy Pop"	""
"862"	"Who"	"Who was the first crewmember of ""Star Trek""'s Original Series to appear on ""Star Trek: The Next Generation""?"	""	""	""	""	"Dr. McCoy"	""
"863"	"What"	"What was Kira's Bajoran Militia rank at the start of the series?"	""	""	""	""	"Major"	""
"864"	"What"	"What was the name of Kira's mother?"	""	""	""	""	"Kira Meru"	""
"865"	"Who"	"Who recruited a 12 year old Kira into the Bajoran Resistance?"	""	""	""	""	"Lorit Akrem"	""
"866"	"What"	"What is Kira's earring made from?"	""	""	""	""	"Metal from a Cardassian skimmer"	""
"867"	"What"	"What was the name of the Cardassian Gul whose house was plasma-bombed by Kira and the other Resistance members?"	""	""	""	""	"Gul Pirak"	""
"868"	"What"	"What was the name of the sport that Kira enjoyed playing?"	""	""	""	""	"Springball"	""
"869"	"Which"	"Which of these celebrations was Kira chosen to act as the presider for?"	""	""	""	""	"Gratitude Festival"	""
"870"	"Which"	"Which of Dax's previous hosts did Kira represent during Jadzia's Zhian'tara?"	""	""	""	""	"Lela"	""
"871"	"Which"	"Which of these names was the name of one of Kira's two brothers?"	""	""	""	""	"Reon"	""
"872"	"How"	"How did Kira like her raktajinos?"	""	""	""	""	"Extra hot with two measures of kava"	""
"873"	"Who,"	"Who, along with Kira, is the last ""DS9"" character to be seen on screen?"	""	""	""	""	"Jake Sisko"	""
"874"	"When"	"When Captain Archer enters his log, he does not preface it with the familiar 'Captain's Log.' What, instead, does he say?"	""	""	""	""	"'Enterprise Starlog...'"	""
"875"	"When"	"When the ENTERPRISE crew arrives on the first inhabited planet it has ever encountered, the first establishment the crew visits seems to be the equivalent of an alien strip club. There are two exotic dancers who look very much alike, but are different colors. What colors do they sport?"	""	""	""	""	"pink and blue"	""
"876"	"When"	"When Captain Archer's door chime is rung, what does he say?"	""	""	""	""	"'Come in.'"	""
"877"	"What"	"What does T'Pol most likely say, the one time she speaks in her native language?"	""	""	""	""	"'Thank you.'"	""
"878"	"Who"	"Who is the first person in this episode -- and possibly in Starfleet history -- to be subjected to a transporter beam?"	""	""	""	""	"Jonathan Archer"	""
"879"	"What"	"What is the name of the alien enemy race encountered for the first time ever in this episode?"	""	""	""	""	"Suliban"	""
"880"	"Who"	"Who directed this episode?"	""	""	""	""	"James L. Conway"	""
"881"	"What"	"What the conference room on is commonly called."	""	""	""	""	"Observation Lounge"	""
"882"	"What"	"What Lwaxana Troi would rather eat than go anywhere with Daimon Tog."	""	""	""	""	"Orion wing-slug"	""
"883"	"What"	"What Mrs. Troi found out she was giving when she stroked Daimon Tog's lobes."	""	""	""	""	"oo-mox"	""
"884"	"Which"	"Which actor played 'Hawk' in the 'Spenser' series?"	""	""	""	""	"Avery Brooks"	""
"885"	"Who"	"Who played 'Father Mulcahy' in the 'MASH' movie in 1970?"	""	""	""	""	"Rene Auberjonois"	""
"886"	"Who"	"Who played a murderer with multiple personalities on 'Matlock'?"	""	""	""	""	"Nana Visitor"	""
"887"	"Who"	"Who played 'DaiMon Bractor' in the 'ST: TNG' episode 'Peak Performance'?"	""	""	""	""	"Armin Shimerman"	""
"888"	"Who"	"Who played 'Reggie' in 'Becker'?"	""	""	""	""	"Terry Farrell"	""
"889"	"Who"	"Who was in 2 episodes of the Canadian drama 'E.N.G'?"	""	""	""	""	"Nicole de Boer"	""
"890"	"Who"	"Who was 'Helen Rosemond' in the 1999 movie 'Cruel Intentions'?"	""	""	""	""	"Louise Fletcher"	""
"891"	"Who"	"Who co-starred in the television series 'Benson'?"	""	""	""	""	"Rene Auberjonois"	""
"892"	"Who"	"Who played 'Skateboarder 1' in 'Beethovan'?"	""	""	""	""	"Cirroc Lofton"	""
"893"	"Who"	"Who was 'Mayor Scott Pitcher' in 'Mystery, Alaska'?"	""	""	""	""	"Colm Meaney"	""
"894"	"Who"	"Who is the first crewmember to encounter a Borg in the flesh in 'Q Who'?"	""	""	""	""	"La Forge"	""
"895"	"Which"	"Which crewmember's parent or parents did we meet first?"	""	""	""	""	"Deanna Troi's mother"	""
"896"	"Which"	"Which crewmember was the first to be promoted in rank officially?"	""	""	""	""	"Geordi La Forge"	""
"897"	"Who"	"Who was the first crewmember to be hugged onscreen by Captain Picard?"	""	""	""	""	"Dr. Katherine Pulaski"	""
"898"	"Who"	"Who was the first person (besides Captain Picard) to refer to Will Riker as 'Number One'?"	""	""	""	""	"Admiral Mark Jameson"	""
"899"	"Which"	"Which of the following people did not die?"	""	""	""	""	"Julian Bashir"	""
"900"	"Which"	"Which character was most well known for his beard?"	""	""	""	""	"Spock"	""
"901"	"Who"	"Who was the only person from the regular universe to meet his or her counterpart from the Mirror Universe?"	""	""	""	""	"Kira Nerys"	""
"902"	"Whose"	"Whose reforms led the Terran Empire to be unprepared to fight the Klingon-Cardassian Alliance?"	""	""	""	""	"Spock"	""
"903"	"Which"	"Which of the following people did not visit the Mirror Universe?"	""	""	""	""	"Odo"	""
"904"	"Which"	"Which of the following Ferengi got killed?"	""	""	""	""	"All of these"	""
"905"	"Who"	"Who did Hoshi Sato kill?"	""	""	""	""	"Jonathan Archer"	""
"906"	"How"	"How is Ezri of the Mirror Universe different from Ezri in the regular universe?"	""	""	""	""	"She is an unjoined Trill."	""
"907"	"How"	"How is first contact different in the Mirror Universe than in the regular universe?"	""	""	""	""	"A human shot the Vulcan."	""
"908"	"What"	"What was Dr. Bashir's Starfleet rank when he arrived at Deep Space Nine?"	""	""	""	""	"Lieutenant Junior Grade"	""
"909"	"What"	"What was the name of the Dominion prison camp in which Julian Bashir was held?"	""	""	""	""	"Internment Camp 371"	""
"910"	"What"	"What was Julian Bashir's blood type?"	""	""	""	""	"B negative"	""
"911"	"What"	"What Ambassador Alkar called the people who filtered out his bad thoughts, allowing him to concentrate on more important matters."	""	""	""	""	"receptacle"	""
"912"	"Who"	"Who is captain of the Enterprise?"	""	""	""	""	"Jonathan Archer"	""
"913"	"What"	"What is the registry number for Enterprise?"	""	""	""	""	"NX-01"	""
"914"	"What"	"What was the chief medical officer's name on the Enterprise?"	""	""	""	""	"Phlox"	""
"915"	"What"	"What is the name of the Vulcan ambassador to Earth?"	""	""	""	""	"Soval"	""
"916"	"What"	"What does MACO stand for?"	""	""	""	""	"Military Assault Command Operations"	""
"917"	"Which"	"Which species of Xindi was extinct in the show?"	""	""	""	""	"Avians"	""
"918"	"What"	"What species of Xindi was Degra from?"	""	""	""	""	"Primates"	""
"919"	"What"	"What piece of equipment did Enterprise have that no other Earth ship did?"	""	""	""	""	"Transporter for biological organisms"	""
"920"	"Which"	"Which 'a' is the planet home to Sovereign Marouk from the episode 'The Vengence Factor'?"	""	""	""	""	"Acamar III"	""
"921"	"What"	"What sort of music was being played in the first scene of 'Menage a Troi'?"	""	""	""	""	"Algolian ceremonial rhythms"	""
"922"	"What"	"What was the name of the planet which was featured in a first-season episode where the males are considered inferior to the females?"	""	""	""	""	"Angel One"	""
"923"	"What"	"What was the name of the creature which killed Tasha Yar?"	""	""	""	""	"Armus"	""
"924"	"Which"	"Which term for set of people sent on an away mission originated in the 'Next Generation' series?"	""	""	""	""	"Away Team"	""
"925"	"What"	"What star did Wesley recognize when he was in Ten-Forward with Guinan in 'The Child'?"	""	""	""	""	"Arned"	""
"926"	"What"	"What sort of drink did Lwaxana Troi offer to make Daimon Tog in 'Menage a Troi'?"	""	""	""	""	"Arcturian Fizz"	""
"927"	"What"	"What was the last name of the doctor who had been trying to develop a Kreiger Wave converter in 'A Matter of Perspective'?"	""	""	""	""	"Apgar"	""
"928"	"What"	"What place on Earth were Troi and Riker planning to go on their shoreleave in 'Family'?"	""	""	""	""	"Angel Falls"	""
"929"	"Why"	"Why did Neelix leave Voyager?"	""	""	""	""	"To begin a new life in a Talaxian colony"	""
"930"	"How"	"How many decks does Voyager have?"	""	""	""	""	"15"	""
"931"	"What"	"What instrument does Harry Kim play?"	""	""	""	""	"Clarinet"	""
